Attack_Flag,Fwd.Packet.Length.Min,Packet.Length.Variance,Avg.Fwd.Segment.Size,URG.Flag.Count,Active.Std,Down.Up.Ratio,Destination.Port,Idle.Min,Avg.Bwd.Segment.Size,Bwd.IAT.Total,Init_Win_bytes_backward,PSH.Flag.Count,Bwd.IAT.Max
0,6,0,6,1,0,1,53018,0,6,0,255,0,0
0,32,410.7,32,0,0,1,53,0,69,2,-1,0,2
0,55,27456.3333333333,55,0,0,1,53,0,342,0,-1,0,0
0,47,780.3,47,0,0,1,53,0,98,2,-1,0,2
0,61,261.3333333333,61,0,0,1,53,0,89,0,-1,0,0
0,0,0,0,1,0,0,80,0,0,0,-1,0,0
0,0,657701.68220339,38.6785714286,0,195348.289790003,1,443,5328285,886.8387096774,111166085,972,1,10049239
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,265933.330049261,113.76923076920001,0,1424733.18995681,1,443,15239693,590.6,67303149,118,1,45047707
0,6,208.3333333333,18.5,0,0,0,58441,0,6,0,0,0,0
0,0,0,0,0,0,1,443,0,0,0,383,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,1,0,1,59527,0,6,0,32850,0,0
0,37,1920,37,0,0,1,53,0,117,3,-1,0,3
0,0,185425.047619048,269.1666666667,0,0,0,443,0,59.875,113201,1120,1,40889
0,0,223401.764455782,27.6153846154,0,58725.3010123611,0,443,5439879,439.1818181818,110708393,357,1,10048174
0,39,842.7,39,0,0,1,53,0,92,3,-1,0,3
0,0,229025.607843137,119.7894736842,0,197131.925572107,0,443,9438689,460.8571428571,60864555,134,1,10240165
0,40,3267,40,0,0,1,53,0,139,0,-1,0,0
0,0,456.3333333333,18.5,0,0,0,56162,0,0,0,-1,0,0
0,74,4915.2,74,0,0,1,53,0,202,4,-1,0,4
0,0,10.8,4,0,0,0,80,0,0,0,29200,1,0
0,38,1968.3,38,0,0,1,53,0,119,4,-1,0,4
0,50,3400.3333333333,50,0,0,1,53,0,151,0,-1,0,0
0,32,76.8,32,0,0,1,53,0,48,3,-1,0,3
0,70,2017.2,70,0,0,1,53,0,152,3,-1,0,3
0,32,580.8,32,0,0,1,53,0,76,2,-1,0,2
0,38,548.5714285714,38,0,0,0,53,0,86,48,-1,0,48
0,0,186553.247619048,85.1,0,0,1,443,0,395,843905,254,1,389248
0,0,0,0,0,0,0,33146,0,0,0,-1,0,0
0,43,76.8,43,0,0,1,53,0,59,3,-1,0,3
0,0,456.3333333333,18.5,0,0,0,63401,0,0,0,-1,0,0
0,6,0,6,0,0,0,49382,0,0,0,-1,0,0
0,0,0,0,1,0,1,22,0,0,0,243,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,38,85.3333333333,38,0,0,1,53,0,54,0,-1,0,0
0,0,22755.3560606061,90.7142857143,0,0,0,443,5746379,42,114312,340,1,76782
0,0,5704.1666666667,46.25,0,0,0,443,0,0,0,17898,1,0
0,39,12484.8,39,0,0,1,53,0,243,3,-1,0,3
0,0,456.3333333333,18.5,0,0,0,54732,0,0,0,-1,0,0
0,30,6750,30,0,0,1,53,0,180,48,-1,0,48
0,0,10.8,0,0,0,3,37578,0,6,4,0,0,3
0,47,3605.3333333333,47,0,0,1,53,0,151,0,-1,0,0
0,6,0,6,1,0,0,56197,0,6,0,32850,0,0
0,45,4177.2,45,0,0,1,53,0,163,3,-1,0,3
0,0,0,0,1,0,1,443,0,0,0,254,0,0
0,0,456.3333333333,18.5,0,0,0,443,0,0,0,1073,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,0,261859.104040404,90.347826087,0,889404.775078897,0,443,10004633,489,82909455,379,1,10064173
0,0,40842.2784090909,55.8823529412,0,56598.0662253311,0,80,6379564,99.8666666667,116968506,351,1,10045118
0,41,76.8,41,0,0,1,53,0,57,4,-1,0,4
0,46,2764.8,46,0,0,1,53,0,142,4,-1,0,4
0,0,227934.848484848,81.25,0,0,0,443,0,534.3333333333,194870,972,1,91252
0,43,2241.3333333333,43,0,0,1,53,0,125,0,-1,0,0
0,0,12,3,0,0,0,50023,0,0,0,-1,0,0
0,6,0,6,1,0,1,55710,0,6,0,256,0,0
0,46,907.5,46,0,0,1,53,0,101,4,-1,0,4
0,45,76.8,45,0,0,1,53,0,61,3,-1,0,3
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,40,76.8,40,0,0,1,53,0,56,3,-1,0,3
0,6,552.25,21.6666666667,0,0,0,443,0,0,0,-1,0,0
0,55,385.3333333333,55,0,0,1,53,0,89,0,-1,0,0
0,0,307518.777777778,96.5454545455,0,0,0,443,0,649,68734,58,1,33478
0,237,0,237,0,0,0,138,0,0,0,-1,0,0
0,0,0,0,0,0,0,80,0,0,0,65535,1,0
0,71,2241.3333333333,71,0,0,1,53,0,153,0,-1,0,0
0,47,1968.3,47,0,0,1,53,0,128,3,-1,0,3
0,40,76.8,40,0,0,1,53,0,56,4,-1,0,4
0,41,2218.8,41,0,0,1,53,0,127,4,-1,0,4
0,0,0,0,0,0,0,62257,0,0,0,65535,0,0
0,0,123944.8,181.2,0,0,0,443,7642750,0,0,-1,0,0
0,6,355.9523809524,27,0,0,0,443,0,46,0,180,0,0
0,0,10.8,4,0,0,0,80,0,0,0,42780,1,0
0,0,255436.783333333,43,0,0,0,443,5868486,683.1666666667,79374,349,1,40493
0,39,504.3,39,0,0,1,53,0,80,4,-1,0,4
0,48,3998.3,49.5,0,0,1,53,119594809,164,119626102,-1,0,119626102
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,629729.956043956,39.5555555556,0,0,0,443,5167445,1061,56418,59,1,30806
0,0,44554.9233511586,48.5555555556,0,1063633.84290566,0,80,10004152,106.1333333333,114018651,287,1,10049288
0,0,19506.6666666667,71.3,0,0,0,443,0,95.8,51468,972,1,23749
0,49,1323,49,0,0,1,53,0,112,0,-1,0,0
0,51,1240.3333333333,51,0,0,1,53,0,112,0,-1,0,0
0,43,539.2,45,0,0,1,53,50709268,81,50756109,-1,0,50756109
0,43,940.8,43,0,0,1,53,0,99,48,-1,0,48
0,64,936.3333333333,64,0,0,1,53,0,117,0,-1,0,0
0,0,0,0,1,0,1,61547,0,0,0,33304,0,0
0,0,410032.545454545,55.7142857143,0,0,0,443,0,844.5,81996,60,1,42575
0,0,168.2,7.25,0,0,0,443,0,0,0,-1,0,0
0,0,767971.637931034,34.7692307692,0,37518.8457978121,1,80,9986316,925.1875,46042356,30,1,10041755
0,55,1045.3333333333,55,0,0,1,53,0,111,0,-1,0,0
0,0,342.25,12.3333333333,0,0,0,443,104576921,0,0,-1,0,0
0,0,25851.447311828,27.3125,0,7554.95733217,0,80,10011223,56.8571428571,110538914,285,1,10049128
0,28,19660.8,28,0,0,1,53,0,284,4,-1,0,4
0,50,85.3333333333,50,0,0,1,53,0,66,0,-1,0,0
0,30,1306.8,30,0,0,1,53,0,96,3,-1,0,3
0,35,29016.3,35,0,0,1,53,0,346,47,-1,0,47
0,0,40205.9636363636,205.2,0,0,1,443,0,98.8,104552,131,1,47033
0,6,0,6,0,0,0,49404,0,0,0,-1,0,0
0,0,12,0,0,0,1,443,0,6,0,0,0,0
0,0,0,0,1,0,1,43522,0,0,0,241,0,0
0,0,169630.287449393,43.85,0,638194.085818855,0,80,10188200,268.1111111111,114728645,972,1,10241825
0,0,0,0,1,0,0,56127,0,0,0,32832,0,0
0,52,5461.3333333333,52,0,0,1,53,0,180,0,-1,0,0
0,39,1732.8,39,0,0,1,53,0,115,3,-1,0,3
0,0,160032.735449735,60.6428571429,0,190298.342932792,0,443,9797553,283.4615384615,61061673,123,1,10053457
0,0,262953.066666667,77.5,0,0,0,443,0,647.3333333333,976364,34944,1,896296
0,0,0,0,1,0,1,36948,0,0,0,257,0,0
0,6,0,6,1,0,1,64952,0,6,0,258,0,0
0,6,208.3333333333,18.5,0,0,0,63702,0,0,0,-1,0,0
0,0,62035.3636363636,163,0,0,1,80,10128705,47.8,15042881,30155,1,10163769
0,0,0,0,1,0,1,80,0,0,0,75,0,0
0,37,480,37,0,0,1,53,0,77,3,-1,0,3
0,0,931045.276195074,25.2849162011,0,0,1,80,5944989,1632.9299610895,13238140,207,1,5944998
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,46,1365.3333333333,46,0,0,1,53,0,110,0,-1,0,0
0,44,5808,44,0,0,1,53,0,176,0,-1,0,0
0,40,76.8,40,0,0,1,53,0,56,3,-1,0,3
0,30,6049.2,30,0,0,1,53,0,172,3,-1,0,3
0,41,76.8,41,0,0,1,53,0,57,48,-1,0,48
0,39,307.2,39,0,0,1,53,0,71,3,-1,0,3
0,0,57449.7849521204,64.9756097561,0,0,1,22,0,158.0454545455,370936,243,1,114715
0,51,341.3333333333,51,0,0,1,53,0,83,0,-1,0,0
0,39,1428.3,39,0,0,1,53,0,108,2,-1,0,2
0,44,9747,44,0,0,1,53,0,215,0,-1,0,0
0,6,7.2,6,0,0,0,443,0,0,0,972,0,0
0,0,94879.1323529412,115.2,0,0,0,443,0,186.5,279010,68,1,89250
0,39,1920,39,0,0,1,53,0,119,1,-1,0,1
0,6,0,6,1,0,0,80,0,0,0,-1,0,0
0,6,0,6,1,0,0,58930,0,6,0,32850,0,0
0,0,0,0,0,0,0,443,8016018,0,0,-1,1,0
0,6,0,6,1,0,1,50919,0,6,0,256,0,0
0,0,200572.828282828,203.7,0,0,1,443,0,542.9583333333,5502115,139,1,2120484
0,37,480,37,0,0,1,53,0,77,57,-1,0,57
0,0,993170.288823112,11.2083333333,0,0,1,80,0,1690.4311926606,7373282,35,1,4362060
0,44,1160.3333333333,44,0,0,1,53,0,103,0,-1,0,0
0,22,307.2,22,0,0,1,53,0,54,4,-1,0,4
0,6,268814.722096531,164.7272727273,0,750614.354326175,1,443,58599503,379.9310344828,118631825,590,0,58874352
0,28,2017.2,28,0,0,1,53,0,110,3,-1,0,3
0,40,2240.2380952381,40,0,0,0,53,0,137,3,-1,0,3
0,45,76.8,45,0,0,1,53,0,61,4,-1,0,4
0,35,750,35,0,0,1,53,0,85,3,-1,0,3
0,0,216325.186842105,82.4166666667,0,0,0,443,0,609.1428571429,824026,62,1,513411
0,40,76.8,40,0,0,1,53,0,56,15,-1,0,15
0,57,341.3333333333,57,0,0,1,53,0,89,0,-1,0,0
0,0,456.3333333333,18.5,0,0,0,64192,0,0,0,-1,0,0
0,0,0,0,1,0,1,80,0,0,0,81,0,0
0,0,1163029.59042096,15.6444444444,0,68285.6252112323,1,443,6540603,1425.6862745098,97169870,1006,1,10052179
0,0,179760.290476191,58.9166666667,0,0,0,443,0,379.125,159464,175,1,53662
0,6,0,6,1,0,1,51060,0,6,0,64240,0,0
0,45,2760.3333333333,45,0,0,1,53,0,136,0,-1,0,0
0,44,907.5,44,0,0,1,53,0,99,4,-1,0,4
0,0,170862.47368421,48.2222222222,0,20341.4064975852,1,80,9996913,197,58356085,939,1,10048435
0,50,0,50,0,0,0,137,0,0,0,-1,0,0
0,43,85.3333333333,43,0,0,1,53,0,59,0,-1,0,0
0,0,456.3333333333,18.5,0,0,0,64972,0,0,0,-1,0,0
0,0,285067.230769231,59.3333333333,0,0,1,443,0,630.3333333333,177441,60,1,88389
0,0,0,0,1,0,1,49959,0,0,0,33304,0,0
0,0,0,0,0,0,0,45401,0,0,0,-1,0,0
0,35,662.7,35,0,0,1,53,0,82,47,-1,0,47
0,56,85.3333333333,56,0,0,1,53,0,72,0,-1,0,0
0,47,1190.7,47,0,0,1,53,0,110,1,-1,0,1
0,0,521322.65,358.4444444444,0,0,0,88,0,538.6666666667,1049,2081,1,809
0,0,456.3333333333,18.5,0,0,0,465,0,0,0,-1,0,0
0,6,0,6,1,0,1,59724,0,6,0,1583,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,45,23688.3,45,0,0,1,53,0,326,3,-1,0,3
0,0,0,0,1,0,1,41907,0,0,0,395,0,0
0,0,21134.0666666667,80.3333333333,0,0,1,443,0,80.5,2008812,114,1,1767513
0,33,634.8,33,0,0,1,53,0,79,4,-1,0,4
0,6,0,6,1,0,1,80,0,6,0,980,0,0
0,0,0,0,1,0,1,80,0,0,0,210,0,0
0,45,85.3333333333,45,0,0,1,53,0,61,0,-1,0,0
0,49,1869.4761904762,53,0,15813.0289476748,1,53,11981618,119.3333333333,98641344,-1,0,86636372
0,39,975.2380952381,39,0,0,0,53,0,103,3,-1,0,3
0,52,341.3333333333,52,0,0,1,53,0,84,0,-1,0,0
0,45,1083,45,0,0,1,53,0,102,0,-1,0,0
0,0,57162.4934021802,69.4871794872,0,0,1,22,0,153.2272727273,480280,245,1,90528
0,45,32240.3333333333,45,0,0,1,53,0,356,0,-1,0,0
0,50,261.3333333333,50,0,0,1,53,0,78,0,-1,0,0
0,55,1875,55,0,0,1,53,0,130,0,-1,0,0
0,56,2700,56,0,0,1,53,0,146,0,-1,0,0
0,6,0,6,0,0,1,443,0,6,0,31,0,0
0,37,5964.3,37,0,0,1,53,0,178,4,-1,0,4
0,0,215524.239473684,98.3333333333,0,0,0,443,0,521.8571428571,58986,32,1,25264
0,49,5461.3333333333,49,0,0,1,53,0,177,0,-1,0,0
0,6,0,6,0,0,0,57191,0,0,0,-1,0,0
0,34,1346.7,34,0,0,1,53,0,101,3,-1,0,3
0,35,1116.3,35,0,0,1,53,0,96,48,-1,0,48
0,0,24111.1904761905,44.3,0,33599.3923913315,1,80,10125180,66.8,65081803,237,1,10240140
0,50,85.3333333333,50,0,0,1,53,0,66,0,-1,0,0
0,0,106194.523076923,60.4545454545,0,64561.0624783494,0,443,5029967,201.0588235294,110719830,1032,1,10053634
0,48,901.3333333333,48,0,0,1,53,0,100,0,-1,0,0
0,39,76.8,39,0,0,1,53,0,55,3,-1,0,3
0,0,304869.127058824,191.92,0,190459.553289338,1,443,5336681,394.76,110578447,41,1,10017415
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,43,76.8,43,0,0,1,53,0,59,48,-1,0,48
0,0,966052.691823899,14.4509803922,0,88416.7327436077,1,443,9999538,1324.8703703704,110785861,1006,1,10048249
0,42,1121.333333,42,0,0,1,53,0,100,0,-1,0,0
0,0,0,0,1,0,1,53144,0,0,0,252,0,0
0,2,0,2,0,0,0,33,0,0,0,-1,1,0
0,36,974.7,36,0,0,1,53,0,93,3,-1,0,3
0,58,1008.333333,58,0,0,1,53,0,113,0,-1,0,0
0,2,4.8,2,0,0,1,1216,0,6,3,0,1,3
0,2,0,2,0,0,0,2135,0,0,0,-1,1,0
0,0,4.457142857,0,0,2126090.486,2,135,6014573,1.2,21000000,0,1,12000000
0,57,1240.333333,57,0,0,1,53,0,118,0,-1,0,0
0,38,811.2,38,0,0,1,53,0,90,4,-1,0,4
0,0,244670.1232,57.07692308,0,207542.5986,1,443,9990779,376.1333333,65500000,6612,1,10100000
0,0,154258.0695,75.36363636,0,127240.6711,0,443,5327284,252,111000000,1063,1,10000000
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,0,304394.3222,24.2,0,0,0,443,0,777.5,29401,4050,1,29140
0,6,0,6,0,0,0,58156,0,0,0,-1,0,0
0,0,0,0,1,0,1,42782,0,0,0,229,0,0
0,2,4.8,2,0,0,1,3404,0,6,3,0,1,3
0,0,1394825.575,62.85,0,0,1,443,0,1757.96,74297,62,1,23662
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,0,0,0,1,0,0,54121,0,0,0,33304,0,0
0,0,22451.53788,90.71428571,0,0,0,443,5129269,37.5,424727,235,1,408354
0,0,102699.7143,145.6666667,0,0,1,80,0,214.75,28260,31,1,27661
0,30,1760.952381,30,0,0,0,53,0,116,3,-1,0,3
0,0,115406,147,0,0,1,80,0,229.75,239544,4821,1,238680
0,0,0,0,1,0,1,80,0,0,0,123,0,0
0,2,4.8,2,0,0,1,1088,0,6,1,0,1,1
0,0,250132.1167,39.44444444,0,0,0,443,5497118,609.8333333,127215,110,1,62966
0,41,1228.8,41,0,0,1,53,0,105,4,-1,0,4
0,30,3121.2,30,0,0,1,53,0,132,48,-1,0,48
0,6,0,6,1,0,1,49152,0,6,0,229,0,0
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,43,3745.333333,43,0,0,1,53,0,149,0,-1,0,0
0,0,320.3333333,15.5,0,0,0,60278,0,0,0,-1,0,0
0,6,13106.25,84.33333333,0,0,0,58022,0,0,0,-1,0,0
0,50,974.7,50,0,0,1,53,0,107,2,-1,0,2
0,46,456.3,46,0,0,1,53,0,85,3,-1,0,3
0,30,2890,30,0,0,1,53,0,132,265,-1,0,212
0,33,4687.5,33,0,0,1,53,0,158,4,-1,0,4
0,6,0,6,1,0,1,58119,0,6,0,64240,0,0
0,2,4.8,2,0,0,1,1213,0,6,49,0,1,49
0,6,355.8333333,26.71428571,0,12.72792206,0,443,6187899,46,58100000,368,0,58100000
0,0,196012.6605,78.11111111,0,0,1,443,0,395,552835,252,1,236482
0,44,5808,44,0,0,1,53,0,176,0,-1,0,0
0,57,2523,57,0,0,1,53,0,144,0,-1,0,0
0,0,44381.16374,122.0909091,0,71151.91275,0,443,9960018,85.14285714,20100000,123,1,10000000
0,32,940.8,32,0,0,1,53,0,88,48,-1,0,48
0,49,588,49,0,0,1,53,0,91,0,-1,0,0
0,33,76.8,33,0,0,1,53,0,49,3,-1,0,3
0,35,76.8,35,0,0,1,53,0,51,3,-1,0,3
0,2,0,2,0,0,0,9575,0,0,0,-1,1,0
0,47,2080.333333,47,0,0,1,53,0,126,0,-1,0,0
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,39,5148.3,39,0,0,1,53,0,170,49,-1,0,49
0,6,355.952381,27,0,0,0,443,5156721,46,0,33,0,0
0,2,4.8,2,0,0,1,1121,0,6,49,0,1,49
0,44,3511.5,44.5,0,0,1,53,92400000,143.5,92400000,-1,0,92400000
0,2,4.8,2,0,0,1,44501,0,6,48,0,1,48
0,6,4.8,6,0,0,1,50746,0,2,3,1024,0,3
0,0,175123.3862,77.21428571,0,93858.29611,0,443,9985858,302.6923077,61000000,31410,1,10100000
0,0,0,0,0,0,0,52056,0,0,0,-1,0,0
0,6,355.8333333,26.71428571,0,0,0,443,58700000,46,58800000,828,0,58800000
0,0,293629.3636,145.6,0,0,1,443,9998382,578.25,10200000,9,1,9998524
0,0,0,0,0,0,1,58438,0,0,0,328,0,0
0,0,178727.0265,77.35714286,0,0,0,443,0,398.5384615,197388,360,1,75165
0,35,691.2,35,0,0,1,53,0,83,3,-1,0,3
0,46,4915.2,46,0,0,1,53,0,174,49,-1,0,49
0,2,4.8,2,0,0,1,144,0,6,1,0,1,1
0,0,552136.6411,366.5625,0,305221.1799,0,80,10000000,499.8,61100000,167,1,10200000
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,45,2760.333333,45,0,0,1,53,0,136,0,-1,0,0
0,0,726254.4408,22.57142857,0,45780.64884,1,443,5602029,1188.526316,111000000,123,1,10000000
0,0,12469.78656,33.09090909,0,127380.5694,1,80,9922925,42.54545455,75300000,119,1,10100000
0,2,4.8,2,0,0,1,9666,0,6,48,0,1,48
0,6,4.8,6,0,0,1,43216,0,2,3,1024,0,3
0,0,344360.6571,154.2222222,0,0,1,443,0,445.4545455,1216495,5666,1,902833
0,6,356.25,27.66666667,0,0,0,443,0,0,0,-1,0,0
0,94,2241.333333,94,0,0,1,53,0,176,0,-1,0,0
0,2,0,2,0,0,0,2638,0,0,0,-1,1,0
0,2,4.8,2,0,0,1,3372,0,6,3,0,1,3
0,0,0,0,1,0,1,56616,0,0,0,1444,0,0
0,51,1270.3,53.5,0,0,1,53,85600000,115,85800000,-1,0,85800000
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,1,0,1,9446,0,6,0,255,0,0
0,46,1408.333333,46,0,0,1,53,0,111,0,-1,0,0
0,2,4.8,2,0,0,1,3766,0,6,2,0,1,2
0,0,203039.0292,58.11111111,0,0,1,443,0,441.8888889,84251,351,1,44371
0,36,76.8,36,0,0,1,53,0,52,3,-1,0,3
0,6,0,6,0,0,0,8703,0,0,0,-1,0,0
0,49,76.8,49,0,0,1,53,0,65,49,-1,0,49
0,0,170587.7111,75.38888889,0,318690.1475,0,443,9998442,343.5882353,65800000,244,1,10100000
0,38,1267.5,38,0,0,1,53,0,103,4,-1,0,4
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,39,341.3333333,39,0,0,1,53,0,71,0,-1,0,0
0,30,2477.142857,30,0,0,0,53,0,132,3,-1,0,3
0,0,213717.0868,65.1,0,1688335.931,0,80,10000000,313.0588235,116000000,1006,1,10100000
0,0,0,0,1,0,1,52589,0,0,0,1095,0,0
0,0,283445.2182,20.16666667,0,0,0,443,0,777.5,29284,4050,1,29025
0,0,28743.45604,169.1666667,0,0,1,443,0,50.85714286,416002,131,1,169786
0,45,76.8,45,0,0,1,53,0,61,4,-1,0,4
0,2,0,2,0,0,0,3828,0,0,0,-1,1,0
0,35,307.2,35,0,0,1,53,0,67,3,-1,0,3
0,66,2352,66,0,0,1,53,0,150,0,-1,0,0
0,0,0,0,0,0,1,57831,0,0,0,36200,0,0
0,48,1365.333333,48,0,0,1,53,0,112,0,-1,0,0
0,45,504.3,45,0,0,1,53,0,86,3,-1,0,3
0,2,0,2,0,0,0,880,0,0,0,-1,1,0
0,0,0,0,0,0,0,80,0,0,0,65535,1,0
0,0,320.3333333,15.5,0,0,0,443,0,0,0,-1,0,0
0,38,2194.285714,38,0,0,0,53,0,134,49,-1,0,49
0,39,907.5,39,0,0,1,53,0,94,3,-1,0,3
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,2,0,2,0,0,0,55055,0,0,0,-1,1,0
0,44,940.8,44,0,0,1,53,0,100,48,-1,0,48
0,39,3434.7,39,0,0,1,53,0,146,1,-1,0,1
0,43,235.2,43,0,0,1,53,0,71,4,-1,0,4
0,41,3898.8,41,0,0,1,53,0,155,3,-1,0,3
0,2,0,2,0,0,0,1687,0,0,0,-1,1,0
0,0,0,0,0,0,0,80,0,0,36199,28960,1,36199
0,0,0,0,1,0,0,54405,0,0,0,817,0,0
0,62,341.3333333,62,0,0,1,53,0,94,0,-1,0,0
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,30,2650.8,30,0,0,1,53,0,124,66,-1,0,66
0,0,226.9874396,8.8,0,0,1,21,0,17.52,131353,227,1,70815
0,55,4879.5,56.5,0,0,1,53,54600000,184.5,54600000,-1,0,54600000
0,6,355.952381,27,0,0,0,443,5553866,46,0,70,0,0
0,41,11059.2,41,0,0,1,53,0,233,49,-1,0,49
0,6,0,6,0,0,0,52605,0,0,0,-1,0,0
0,2,0,2,0,0,0,3851,0,0,0,-1,1,0
0,2,0,2,0,0,0,4242,0,0,0,-1,1,0
0,2,0,2,0,0,0,50000,0,0,0,-1,1,0
0,2,4.8,2,0,0,1,1033,0,6,1,0,1,1
0,2,0,2,0,0,0,5087,0,0,0,-1,1,0
0,2,0,2,0,0,0,1328,0,0,0,-1,1,0
0,35,2594.7,35,0,0,1,53,0,128,48,-1,0,48
0,0,167632.8554,62.53846154,0,151875.0977,0,443,9303772,348.5833333,50300000,243,1,10200000
0,0,455.3,25.33333333,0,0,0,33399,0,6,0,0,0,0
0,54,1045.333333,54,0,0,1,53,0,110,0,-1,0,0
0,0,0,0,0,0,0,57152,0,0,0,-1,0,0
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,6,0,6,1,0,1,7494,0,6,0,255,0,0
0,2,0,2,0,0,0,10010,0,0,0,-1,1,0
0,78,1825.2,78,0,0,1,53,0,156,1,-1,0,1
0,52,1009.2,52,0,0,1,53,0,110,48,-1,0,48
0,2,0,2,0,0,0,10180,0,0,0,-1,1,0
0,46,2821.333333,46,0,0,1,53,0,138,0,-1,0,0
0,0,160729.125,168.3333333,0,0,1,80,0,277,238578,4879,1,227682
0,0,482562.6162,275.9310345,0,935304.9887,0,443,58600000,261.4210526,119000000,573,0,59000000
0,2,0,2,0,0,0,515,0,0,0,-1,1,0
0,38,1267.5,38,0,0,1,53,0,103,47,-1,0,47
0,31,11408.33333,123.5,0,0,0,55326,0,0,0,-1,0,0
0,0,148415.3245,39.36363636,0,34596.9883,0,443,10000000,288,113000000,114,1,10200000
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,31384.48148,63.14285714,0,73062.23185,0,80,9998786,24.41666667,92100000,961,1,10200000
0,6,125,14.33333333,0,0,0,1877,0,6,0,0,0,0
0,0,300841.0667,48.25,0,0,0,443,5228677,680,110481,119,1,56147
0,0,188789.4571,78.11111111,0,0,1,443,0,359.0909091,781877,252,1,199455
0,0,613746.0241,54.57142857,0,208624.8466,1,80,10000000,887.2666667,46400000,31,1,10200000
0,6,0,6,1,0,3,1026,0,6,66,256,0,62
0,0,407426.2679,695.8,0,0,0,51155,0,6,222,0,0,222
0,37,307.2,37,0,0,1,53,0,69,4,-1,0,4
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,6,0,6,1,0,1,57167,0,6,0,258,0,0
0,44,1587,44,0,0,1,53,0,113,0,-1,0,0
0,2,0,2,0,0,0,301,0,0,0,-1,1,0
0,6,125,14.33333333,0,0,0,57204,0,6,0,0,0,0
0,44,2116.8,44,0,0,1,53,0,128,4,-1,0,4
0,46,3203.809524,46,0,0,0,53,0,162,3,-1,0,3
0,44,76.8,44,0,0,1,53,0,60,49,-1,0,49
0,2,0,2,0,0,0,1114,0,0,0,-1,1,0
0,6,355.952381,27,0,0,0,443,0,46,0,251,0,0
0,29,76.8,29,0,0,1,53,0,45,49,-1,0,49
0,6,0,6,0,0,0,58440,0,0,0,-1,0,0
0,56,85.33333333,56,0,0,1,53,0,72,0,-1,0,0
0,0,0,0,1,0,1,80,0,0,0,298,0,0
0,39,504.3,39,0,0,1,53,0,80,191,-1,0,191
0,32,2194.285714,32,0,0,0,53,0,128,3,-1,0,3
0,2,4.8,2,0,0,1,1154,0,6,49,0,1,49
0,2,4.8,2,0,0,1,3814,0,6,2,0,1,2
0,2,0,2,0,0,0,32782,0,0,0,-1,1,0
0,6,355.8333333,26.71428571,0,0,0,443,58000000,46,58000000,351,0,58000000
0,6,0,6,1,0,1,60954,0,6,0,251,0,0
0,49,76.8,49,0,0,1,53,0,65,3,-1,0,3
0,45,1080,45,0,0,1,53,0,105,4,-1,0,4
0,51,307.2,51,0,0,1,53,0,83,4,-1,0,4
0,0,0,0,1,0,1,56572,0,0,0,256,0,0
0,0,261648.7661,59,0,0,0,443,5073057,638.5,269419,8688,1,87971
0,56,2821.333333,56,0,0,1,53,0,148,0,-1,0,0
0,0,1081327.227,50.96226415,0,127668.2572,1,80,9996552,1423.357143,111000000,1083,1,10100000
0,2,4.8,2,0,0,1,60020,0,6,1,0,1,1
0,6,0,6,1,0,0,443,0,0,0,-1,0,0
0,2,4.8,2,0,0,1,50000,0,6,4,0,1,4
0,0,190630.0385,81,0,0,1,443,0,387.3076923,194837,357,1,73000
0,0,245663.6838,91.44444444,0,0,0,443,0,577.1428571,325854,245,1,135054
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,37,480,37,0,0,1,53,0,77,48,-1,0,48
0,6,0,6,1,0,1,39581,0,6,0,338,0,0
0,63,1200,63,0,0,1,53,0,123,0,-1,0,0
0,2,0,2,0,0,0,12000,0,0,0,-1,1,0
0,2,0,2,0,0,0,49999,0,0,0,-1,1,0
0,0,0,0,0,0,0,57894,0,0,0,-1,0,0
0,0,10.8,4,0,0,0,80,0,0,0,29200,1,0
0,41,76.8,41,0,0,1,53,0,57,76,-1,0,76
0,0,470.2380952,24.6,0,0,0,443,5187283,46,0,126,0,0
