Flow.Bytes,act_data_pkt_fwd,PSH.Flag.Count,Avg.Bwd.Segment.Size,Bwd.Packet.Length.Std,Bwd.Packet.Length.Min,min_seg_size_forward,Active.Std,Active.Max
153,0,0,112,0,112,32,0,0
228,1,0,65,0,65,32,0,0
378,3,0,99,0,99,20,0,0
402,3,0,111,0,111,20,0,0
354,1,0,137,0,137,32,0,0
1831,4,1,38,76,0,20,0,0
74,1,0,0,0,0,32,0,0
76846,7,1,1583.8125,1034.294942,0,20,115076.6789,392397
188,0,0,136,0,136,32,0,0
120,0,0,76,0,76,20,0,0
528,1,0,234,0,234,20,0,0
326,3,0,105,0,105,20,0,0
416,1,0,168,0,168,20,0,0
0,0,1,0,0,0,20,0,0
302,3,0,61,0,61,32,0,0
7470,3,1,742,797.4065104,0,32,0,0
236,3,0,62,0,62,20,0,0
16211,5,1,1171.615385,995.983395,0,32,0,0
96,0,0,48,0,48,20,0,0
290,1,0,109,0,109,20,0,0
324,1,0,132,0,132,20,0,0
212,1,0,69,0,69,32,0,0
259,0,0,215,0,215,20,0,0
38,1,0,0,0,0,20,0,0
7397,17,1,251.3684211,380.1432786,0,20,823527.7959,2755013
312,1,0,114,0,114,20,0,0
0,0,0,0,0,0,20,0,0
5698,3,1,638.5,654.5687784,0,32,0,453463
171,0,0,117,0,117,20,0,0
270,1,0,101,0,101,40,0,0
0,0,0,0,0,0,20,0,0
252,1,0,71,0,71,20,0,0
296,1,0,118,0,118,32,0,0
6556,3,1,331.1875,712.0317613,0,32,1157050.826,3879543
162,0,0,108,0,108,20,0,0
96,0,0,48,0,48,32,0,0
1920,1,1,59.69230769,215.2236761,0,20,71104.16647,330131
248,1,0,92,0,92,32,0,0
4411,2,1,221.6875,551.5480902,0,32,970033.4979,3260895
12368,4,1,500.3478261,792.2806326,0,32,16270.97064,76130
0,0,1,0,0,0,40,0,0
220,1,0,63,0,63,32,0,0
3428,3,1,610.8,813.8898574,0,20,0,0
5599,14,0,85.68421053,147.3876418,0,20,354914.4913,1324600
96,0,0,48,0,48,32,0,0
724,1,0,293,0,293,20,0,0
286,1,0,99,0,99,20,0,0
278,1,0,101,0,101,40,0,0
0,0,0,0,0,0,20,0,0
0,0,1,0,0,0,20,0,0
220,0,0,143,0,143,32,0,0
388,1,0,161,0,161,32,0,0
470899,16,1,2068.862222,937.6099001,0,20,0,3309301
0,0,0,0,0,0,20,0,0
330,1,0,125,0,125,32,0,0
446,3,1,45.66666667,79.09698688,0,20,0,0
181,0,0,117,0,117,32,0,0
0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,32,0,0
977134,84,1,1853.798464,852.2032236,0,20,0,4071359
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,20,0,0
31,1,0,0,0,0,20,0,0
0,0,0,0,0,0,20,0,0
184,1,0,54,0,54,20,0,0
324,1,0,132,0,132,32,0,0
0,0,0,0,0,0,20,0,0
310,1,0,94,25.45584412,76,20,0,32370
0,0,0,0,0,0,32,0,0
228,1,0,77,0,77,32,0,0
0,0,0,0,0,0,20,0,0
168,0,0,114,0,114,20,0,0
835,1,1,100.75,201.5,0,20,0,0
4720,4,1,469,617.8053901,0,20,0,0
224,1,0,83,0,83,20,0,0
60582,1,1,1825.363636,1032.378014,0,20,0,0
140,0,0,78,0,78,20,0,0
0,0,0,0,0,0,20,0,0
740,1,0,163,0,163,32,0,0
141,0,0,97,0,97,32,0,0
700,1,1,125.6,278.063482,0,32,0,0
156,0,0,113,0,113,32,0,0
0,0,0,0,0,0,32,0,0
728,1,0,326,0,326,20,0,0
276,1,0,95,0,95,20,0,0
176,0,0,120,0,120,20,0,0
0,0,1,0,0,0,20,0,0
0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,20,0,0
3251,2,1,516.5,596.4028281,0,20,0,0
222,1,0,79,0,79,20,0,0
31,0,0,0,0,0,20,0,0
358,1,0,143,0,143,20,0,0
4954,4,1,262,433.4824103,0,20,0,338362
272,1,0,108,0,108,32,0,0
0,0,0,0,0,0,20,0,0
8922,4,1,583.2,719.1491578,0,20,0,133754
3884,6,1,701.6,731.5646246,0,20,0,0
31,1,0,0,0,0,32,0,0
484,1,0,177.5,3.535533906,175,20,0,307011
12,0,0,6,0,6,20,0,0
192,1,0,48,0,48,20,0,0
324,1,0,132,0,132,32,0,0
1694,15,1,62.57142857,213.4038116,0,20,87665.74569,378080
286,1,0,6,0,6,20,0,0
0,0,0,0,0,0,32,0,0
336,1,0,137,0,137,32,0,0
246,1,0,90,0,90,20,0,0
12,1,0,0,0,0,20,0,0
0,0,0,0,0,0,32,0,0
4112,7,1,531.7142857,662.5480396,0,20,0,226339
12,2,1,0,0,0,20,0,0
176,1,0,52,0,52,32,0,0
5954,15,1,190.5833333,409.2062217,0,20,0,0
0,0,1,0,0,0,32,0,0
364,3,0,57.5,6.350852961,52,20,0,30873
12,0,0,6,0,6,20,0,0
30315,26,1,18.92592593,75.57519227,0,32,0,0
5676,22,1,106.2666667,130.7039121,0,32,0,0
148,1,0,45,0,45,32,0,0
31,0,0,0,0,0,32,0,0
306,3,0,83,0,83,32,0,0
4071,7,1,332.1666667,342.5337453,0,32,0,0
180,1,0,53,0,53,32,0,0
31,0,0,0,0,0,32,0,0
12,0,0,6,0,6,20,0,0
166,0,0,113,0,113,40,0,0
328,1,0,128,0,128,20,0,0
12,1,0,0,0,0,20,0,0
11244,14,1,864.0833333,702.0229805,0,20,0,0
181,0,0,117,0,117,32,0,0
12,1,0,0,0,0,20,0,0
2341,2,1,475.25,684.1166445,6,20,0,0
12,1,0,0,0,0,20,0,0
234,1,0,84,0,84,32,0,0
650,12,0,0,0,0,20,0,0
246,1,0,81,0,81,20,0,0
392,1,0,114,0,114,32,0,0
0,0,0,0,0,0,32,0,0
11949,2,1,177,250.3158005,0,32,0,0
152,0,0,111,0,111,20,0,0
464,1,0,184,74.95331881,131,32,0,0
116,0,0,66,0,66,32,0,0
239,0,0,188,0,188,32,0,0
250,1,0,91,0,91,32,0,0
163,0,0,112,0,112,40,0,0
12,1,0,0,0,0,20,0,0
286,1,0,6,0,6,20,0,0
12,1,0,0,0,0,20,0,0
280,1,0,101,0,101,32,0,0
290,1,0,102,0,102,20,0,0
258,1,0,88,0,88,20,0,0
12,1,0,0,0,0,20,0,0
219,0,0,166,0,166,32,0,0
2915,3,1,226.5,490.7625699,0,32,0,0
282,1,0,89,0,89,20,0,0
272,3,0,70,0,70,20,0,0
250,1,0,91,0,91,20,0,0
0,0,0,0,0,0,32,102.2976051,23683
12583,4,1,504.3636364,768.9516392,0,32,16886.95582,81892
12,1,0,0,0,0,20,0,0
12,0,0,6,0,6,20,0,0
1623,10,1,112.1428571,230.127087,0,20,0,0
246,1,0,81,0,81,20,0,0
367,3,0,6,0,6,20,0,0
236,1,0,83,0,83,32,0,0
189,0,0,127,0,127,32,0,0
169,2,0,23,32.52691193,0,32,0,0
3884,6,1,701.6,731.5646246,0,20,0,0
208,1,0,68,0,68,20,0,0
686,17,1,19.2,14.20387271,0,20,0,0
176,1,0,52,0,52,20,0,0
181,4,0,46,0,46,20,0,0
206,1,0,70,0,70,20,0,0
5888,3,1,394.6666667,638.9328224,0,32,0,1388298
362,1,0,134,0,134,20,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,140.5633471,24158
12,0,0,6,0,6,20,0,0
65,2,0,0,0,0,20,0,0
284,1,0,108,0,108,32,0,0
2240,1,1,129,482.6738029,0,32,80469.12414,528909
12,2,1,0,0,0,20,0,0
261,3,0,46,0,46,32,0,30003
266,1,0,97,0,97,32,0,0
300,5,0,36,20,6,20,11011.0668,249363
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
324,1,0,115,0,115,32,0,0
464,3,0,66,0,66,20,0,0
37,1,0,0,0,0,20,0,0
172,1,0,51,0,51,32,0,0
30027,13,1,1376,322.1676582,0,20,0,0
152,0,0,90,0,90,32,0,0
38764,23,1,1237.193548,1259.896303,0,20,15437.53052,74844
3360,1,0,1430,0,1430,32,0,0
226,0,0,177,0,177,20,0,0
18949,5,1,458.9444444,571.939005,0,32,268363.8937,966540
200,1,0,66,0,66,32,0,0
246,1,0,81,0,81,20,0,0
12,0,0,6,0,6,20,0,0
156,0,0,108,0,108,32,0,0
262,1,0,92,0,92,32,0,0
12,1,0,0,0,0,20,0,0
0,0,0,0,0,0,32,0,0
49,2,0,6,0,6,20,0,0
324,1,0,132,0,132,20,0,0
191,0,0,143,0,143,32,0,0
12,1,0,0,0,0,20,0,0
124,1,0,0,0,0,20,0,0
452,1,0,193,0,193,32,0,0
360,1,0,143,0,143,32,0,0
252,1,0,89,0,89,32,0,0
650,12,0,0,0,0,32,0,0
12,0,0,6,0,6,20,0,0
1128,2,1,298,421.4356416,0,20,0,0
0,0,0,0,0,0,32,0,0
12,0,0,6,0,6,20,0,0
0,0,0,0,0,0,32,0,0
4892,12,1,219.6666667,509.3513616,0,20,22636.50357,101533
12,0,0,6,0,6,20,0,0
306,0,0,248,0,248,20,0,0
358,1,0,140,0,140,40,0,0
398,1,0,161,0,161,32,0,0
250,1,0,91,0,91,32,0,0
184,0,0,126,0,126,20,0,0
3884,6,1,701.6,731.5646246,0,20,0,0
324,1,0,127,0,127,32,0,0
179,0,0,120,0,120,20,0,0
18,2,0,0,0,0,20,0,0
169,2,0,46,0,46,32,0,49573
132,0,0,92,0,92,32,0,0
89,2,0,6,0,6,20,0,0
322,1,0,125,0,125,20,0,0
12617,14,1,784.0666667,729.6741412,0,20,0,0
288,1,0,102,0,102,40,0,0
384,4,0,6,0,6,20,0,0
124,0,0,78,0,78,20,0,0
57878,7,1,1191.489362,972.6817003,0,32,122267.6175,453359
8340,5,1,265.9,504.5850719,0,32,90695.82508,337684
12,0,0,6,0,6,20,0,0
411,1,0,159.5,23.33452378,143,20,0,224694
176,1,0,52,0,52,20,0,0
43,2,0,0,0,0,20,0,0
418,1,0,179,0,179,20,0,0
4653,4,1,359.0909091,569.9183195,0,32,0,0
310,1,0,118,0,118,20,0,0
37,0,0,0,0,0,32,0,0
37,0,0,0,0,0,32,0,0
474,1,0,207,0,207,20,0,0
144,1,0,44,0,44,32,0,0
12,1,0,0,0,0,20,0,0
92,1,0,23,0,23,32,0,0
12,1,0,0,0,0,20,0,0
31,0,0,0,0,0,32,0,0
102,0,0,59,0,59,20,0,0
18,2,0,0,0,0,20,0,0
336,1,0,127,0,127,40,0,0
440,1,0,174,0,174,20,0,0
